index,timestamp,src,dst,protocol,length
1,1682357484.149222,1,0,TCP,74
2,1682357484.1494243,0,1,TCP,74
3,1682357484.149451,1,0,TCP,66
4,1682357484.1496134,1,0,TCP,107
5,1682357484.1497402,0,1,TCP,66
6,1682357484.155387,0,1,TCP,107
7,1682357484.1553967,1,0,TCP,66
8,1682357484.155569,1,0,TCP,1570
9,1682357484.1560729,0,1,TCP,1146
10,1682357484.1971843,1,0,TCP,66
11,1682357484.2057705,1,0,TCP,1274
12,1682357484.2148404,0,1,TCP,1630
13,1682357484.2148492,1,0,TCP,66
14,1682357484.2321978,1,0,TCP,82
15,1682357484.2733371,0,1,TCP,66
16,1682357484.2733471,1,0,TCP,110
17,1682357484.2734478,0,1,TCP,66
18,1682357484.273455,0,1,TCP,110
19,1682357484.2735069,1,0,TCP,126
20,1682357484.280714,0,1,TCP,118
21,1682357484.280785,1,0,TCP,206
22,1682357484.281723,0,1,TCP,166
23,1682357484.2825985,1,0,TCP,374
24,1682357484.316775,0,1,TCP,94
25,1682357484.3170786,1,0,TCP,178
26,1682357484.3613312,0,1,TCP,66
27,1682357484.3836946,0,1,TCP,842
28,1682357484.425236,1,0,TCP,66
29,1682357484.4253504,0,1,TCP,258
30,1682357484.4253595,1,0,TCP,66
31,1682357484.4254756,1,0,TCP,822
32,1682357484.4255953,0,1,TCP,66
33,1682357484.4261067,0,1,TCP,138
34,1682357484.4261675,1,0,TCP,110
35,1682357484.4292288,0,1,TCP,342
36,1682357484.429442,1,0,TCP,134
37,1682357484.4296458,0,1,TCP,142
38,1682357484.4298437,1,0,TCP,150
39,1682357484.43011,0,1,TCP,142
40,1682357484.4302242,1,0,TCP,150
41,1682357484.430436,0,1,TCP,142
42,1682357484.4305391,1,0,TCP,158
43,1682357484.4308589,0,1,TCP,118
44,1682357484.450218,1,0,TCP,134
45,1682357484.450661,0,1,TCP,7306
46,1682357484.450678,0,1,TCP,7306
47,1682357484.4507186,1,0,TCP,66
48,1682357484.4507864,0,1,TCP,14546
49,1682357484.4508843,0,1,TCP,3962
50,1682357484.4509366,1,0,TCP,66
51,1682357484.4512444,1,0,TCP,158
52,1682357484.4515588,0,1,TCP,23234
53,1682357484.4516487,1,0,TCP,66
54,1682357484.4516854,0,1,TCP,9702
55,1682357484.4516957,0,1,TCP,14546
56,1682357484.4517531,0,1,TCP,14318
57,1682357484.4517963,0,1,TCP,4198
58,1682357484.45186,1,0,TCP,66
59,1682357484.452055,1,0,TCP,102
60,1682357484.452067,1,0,TCP,158
61,1682357484.4521072,1,0,TCP,158
62,1682357484.4521096,0,1,TCP,66
63,1682357484.4522498,0,1,TCP,31922
64,1682357484.4522643,0,1,TCP,1014
65,1682357484.452297,1,0,TCP,66
66,1682357484.4523003,0,1,TCP,31390
67,1682357484.4523067,1,0,TCP,66
68,1682357484.452336,0,1,TCP,1546
69,1682357484.452344,1,0,TCP,66
70,1682357484.4523551,0,1,TCP,32870
71,1682357484.452381,1,0,TCP,66
72,1682357484.4524257,0,1,TCP,32870
73,1682357484.4524326,1,0,TCP,66
74,1682357484.452441,0,1,TCP,158
75,1682357484.452736,1,0,TCP,102
76,1682357484.4527445,1,0,TCP,278
77,1682357484.4528186,1,0,TCP,158
78,1682357484.4528189,0,1,TCP,66
79,1682357484.4529788,0,1,TCP,32870
80,1682357484.4530053,1,0,TCP,66
81,1682357484.4531531,0,1,TCP,32870
82,1682357484.4531617,1,0,TCP,66
83,1682357484.453227,0,1,TCP,32870
84,1682357484.4532363,1,0,TCP,66
85,1682357484.4533403,0,1,TCP,32870
86,1682357484.4533494,1,0,TCP,66
87,1682357484.4533918,1,0,TCP,158
88,1682357484.4534166,0,1,TCP,32870
89,1682357484.4534416,1,0,TCP,66
90,1682357484.453492,0,1,TCP,32870
91,1682357484.4535017,1,0,TCP,66
92,1682357484.4535058,1,0,TCP,102
93,1682357484.4535482,1,0,TCP,222
94,1682357484.4535832,0,1,TCP,66
95,1682357484.4535954,0,1,TCP,32870
96,1682357484.4536028,1,0,TCP,66
97,1682357484.453614,1,0,TCP,158
98,1682357484.4536552,0,1,TCP,32870
99,1682357484.453659,1,0,TCP,158
100,1682357484.4536655,1,0,TCP,66
101,1682357484.4537525,1,0,TCP,102
102,1682357484.4537606,1,0,TCP,158
103,1682357484.4538004,1,0,TCP,158
104,1682357484.453802,0,1,TCP,66
105,1682357484.453816,0,1,TCP,32870
106,1682357484.453823,1,0,TCP,66
107,1682357484.4538796,0,1,TCP,32870
108,1682357484.4538882,1,0,TCP,66
109,1682357484.4539392,0,1,TCP,32870
110,1682357484.4539466,1,0,TCP,66
111,1682357484.4539604,1,0,TCP,158
112,1682357484.4540005,0,1,TCP,32870
113,1682357484.454008,1,0,TCP,66
114,1682357484.4540615,0,1,TCP,32870
115,1682357484.4540863,1,0,TCP,66
116,1682357484.454126,0,1,TCP,32870
117,1682357484.4541326,1,0,TCP,66
118,1682357484.4541368,1,0,TCP,102
119,1682357484.4541726,0,1,TCP,32870
120,1682357484.454182,1,0,TCP,66
121,1682357484.4542425,0,1,TCP,32870
122,1682357484.45425,1,0,TCP,66
123,1682357484.4542942,0,1,TCP,32870
124,1682357484.4543045,1,0,TCP,66
125,1682357484.4543393,1,0,TCP,158
126,1682357484.454345,0,1,TCP,32870
127,1682357484.4543507,1,0,TCP,66
128,1682357484.454398,0,1,TCP,32870
129,1682357484.4544044,1,0,TCP,66
130,1682357484.454451,0,1,TCP,32870
131,1682357484.4544568,1,0,TCP,66
132,1682357484.45452,0,1,TCP,32870
133,1682357484.4545438,1,0,TCP,66
134,1682357484.4545784,1,0,TCP,314
135,1682357484.4545867,0,1,TCP,32870
136,1682357484.4545937,1,0,TCP,66
137,1682357484.4546385,0,1,TCP,32870
138,1682357484.4546444,1,0,TCP,66
139,1682357484.454695,0,1,TCP,32870
140,1682357484.4547007,1,0,TCP,66
141,1682357484.4548204,1,0,TCP,194
142,1682357484.454831,0,1,TCP,32870
143,1682357484.4548364,1,0,TCP,66
144,1682357484.454886,0,1,TCP,32870
145,1682357484.4548912,1,0,TCP,66
146,1682357484.454943,0,1,TCP,32870
147,1682357484.454948,1,0,TCP,66
148,1682357484.4550264,0,1,TCP,32870
149,1682357484.4550314,1,0,TCP,66
150,1682357484.4550874,1,0,TCP,278
151,1682357484.4551084,0,1,TCP,32870
152,1682357484.4551148,1,0,TCP,66
153,1682357484.4552343,0,1,TCP,32870
154,1682357484.455241,1,0,TCP,66
155,1682357484.455291,0,1,TCP,32870
156,1682357484.4552972,1,0,TCP,66
157,1682357484.455344,0,1,TCP,32870
158,1682357484.4553492,1,0,TCP,66
159,1682357484.4553635,1,0,TCP,370
160,1682357484.4553986,0,1,TCP,32870
161,1682357484.4554048,1,0,TCP,66
162,1682357484.4554691,0,1,TCP,32870
163,1682357484.455474,1,0,TCP,66
164,1682357484.4555426,0,1,TCP,32870
165,1682357484.4555504,1,0,TCP,66
166,1682357484.455624,0,1,TCP,32870
167,1682357484.4556313,1,0,TCP,66
168,1682357484.4557076,0,1,TCP,32870
169,1682357484.455713,1,0,TCP,314
170,1682357484.455717,1,0,TCP,66
171,1682357484.4557595,0,1,TCP,32870
172,1682357484.4557655,1,0,TCP,66
173,1682357484.4558258,0,1,TCP,32870
174,1682357484.4558303,1,0,TCP,66
175,1682357484.4558728,0,1,TCP,32870
176,1682357484.455877,1,0,TCP,66
177,1682357484.4559193,0,1,TCP,32870
178,1682357484.4559245,1,0,TCP,66
179,1682357484.4559598,1,0,TCP,370
180,1682357484.455966,0,1,TCP,32870
181,1682357484.4559703,1,0,TCP,66
182,1682357484.4560134,0,1,TCP,32870
183,1682357484.4560194,1,0,TCP,66
184,1682357484.456063,0,1,TCP,32870
185,1682357484.4560676,1,0,TCP,66
186,1682357484.4561098,0,1,TCP,32870
187,1682357484.4561567,0,1,TCP,32870
188,1682357484.4562058,0,1,TCP,32870
189,1682357484.456276,1,0,TCP,66
190,1682357484.45628,1,0,TCP,370
191,1682357484.4562943,0,1,TCP,47850
192,1682357484.4563007,1,0,TCP,66
193,1682357484.456305,0,1,TCP,17890
194,1682357484.456344,0,1,TCP,32870
195,1682357484.4564002,0,1,TCP,32870
196,1682357484.456442,0,1,TCP,32870
197,1682357484.4564896,0,1,TCP,32870
198,1682357484.4565735,0,1,TCP,32870
199,1682357484.4566505,1,0,TCP,66
200,1682357484.4566543,1,0,TCP,370
201,1682357484.4566624,0,1,TCP,63778
202,1682357484.4566786,0,1,TCP,1962
203,1682357484.4567144,0,1,TCP,32870
204,1682357484.4567697,0,1,TCP,32870
205,1682357484.4568114,0,1,TCP,32870
206,1682357484.456858,0,1,TCP,32870
207,1682357484.456946,0,1,TCP,59434
208,1682357484.457059,1,0,TCP,66
209,1682357484.4570625,1,0,TCP,426
210,1682357484.457103,0,1,TCP,39110
211,1682357484.4571087,1,0,TCP,66
212,1682357484.4571722,0,1,TCP,65226
213,1682357484.4572296,0,1,TCP,33318
214,1682357484.457345,0,1,TCP,32870
215,1682357484.4574063,0,1,TCP,32870
216,1682357484.45746,0,1,TCP,32870
217,1682357484.457511,0,1,TCP,32870
218,1682357484.457517,1,0,TCP,66
219,1682357484.4575243,1,0,TCP,490
